"package_name","long_name","short_name","requirement","expected_value","occurrence","syntax","preferred_unit","definition","pos","ctime"
"microbial mat/biofilm","chlorophyll","chlorophyll","X","measurement value","1","{float} {unit}","milligram per cubic meter, microgram per liter","concentration of chlorophyll",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","diether lipids","diether_lipids","X","diether lipid name;measurement value","m","{text};{float} {unit}","nanogram per liter","concentration of diether lipids; can include multiple types of diether lipids",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","dissolved carbon dioxide","diss_carb_dioxide","X","measurement value","1","{float} {unit}","micromole per liter","concentration of dissolved carbon dioxide",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","dissolved hydrogen","diss_hydrogen","X","measurement value","1","{float} {unit}","micromole per liter","concentration of dissolved hydrogen",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","dissolved inorganic carbon","diss_inorg_carb","X","measurement value","1","{float} {unit}","microgram per liter","dissolved inorganic carbon concentration",1,"2010-05-26 13:40:32.749551+02"
"microbial mat/biofilm","dissolved organic carbon","diss_org_carb","X","measurement value","1","{float} {unit}","micromole per liter","concentration of dissolved organic carbon",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","dissolved organic nitrogen","diss_org_nitro","X","measurement value","1","{float} {unit}","microgram per liter, milligram per liter","dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2",1,"2010-05-26 13:41:08.851379+02"
"microbial mat/biofilm","dissolved oxygen","diss_oxygen","X","measurement value","1","{float} {unit}","micromole per kilogram","concentration of dissolved oxygen",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","glucosidase activity","glucosidase_act","X","measurement value","1","{float} {unit}","mol per liter per hour","measurement of glucosidase activity",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","magnesium","magnesium","X","measurement value","1","{float} {unit}","mole per liter, milligram per liter, parts per million","concentration of magnesium",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","mean friction velocity","mean_frict_vel","X","measurement value","1","{float} {unit}","meter per second","measurement of mean friction velocity",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","mean peak friction velocity","mean_peak_frict_vel","X","measurement value","1","{float} {unit}","meter per second","measurement of mean peak friction velocity",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","methane","methane","X","measurement value","1","{float} {unit}","micromole per liter","methane (gas) amount or concentration at the time of sampling",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","miscellaneous parameter","misc_param","X","parameter name;measurement value","m","{text};{float} {unit}","","any other measurement performed or parameter collected, that is not listed here",1,"2009-11-07 14:11:49.883241+01"
"microbial mat/biofilm","n-alkanes","n_alkanes","X","n-alkane name;measurement value","m","{text};{float} {unit}","micromole per liter","concentration of n-alkanes; can include multiple n-alkanes",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","nitrate","nitrate","X","measurement value","1","{float} {unit}","micromole per liter","concentration of nitrate",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","nitrite","nitrite","X","measurement value","1","{float} {unit}","micromole per liter","concentration of nitrite",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","nitrogen","nitro","X","measurement value","1","{float} {unit}","micromole per liter","concentration of nitrogen (total)",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","organic carbon","org_carb","X","measurement value","1","{float} {unit}","micromole per liter","concentration of organic carbon",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","organic matter","org_matter","X","measurement value","1","{float} {unit}","microgram per liter","concentration of organic matter ",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","organic nitrogen","org_nitro","X","measurement value","1","{float} {unit}","microgram per liter","concentration of organic nitrogen",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","organism count","organism_count","X","organism name;measurement value","m","{text};{float} {unit}","number of organism per cubic meter","total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",1,"2009-11-03 18:07:24.248799+01"
"microbial mat/biofilm","oxygenation status of sample","oxy_stat_samp","X","enumeration","1","[aerobic|anaerobic]","","oxygenation status of sample",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","pH","ph","X","measurement value","1","{float}","","pH measurement",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","particulate organic carbon","part_org_carb","X","measurement value","1","{float} {unit}","microgram per liter","concentration of particulate organic carbon",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","perturbation","perturbation","X","perturbation type name;time interval","m","{text};{interval}","","type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","petroleum hydrocarbon","petroleum_hydrocarb","X","measurement value","1","{float} {unit}","micromole per liter","concentration of petroleum hydrocarbon",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","phaeopigments","phaeopigments","X","phaeopigment name;measurement value","m","{text};{float} {unit}","milligram per cubic meter","concentration of phaeopigments; can include multiple phaeopigments",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","phosphate","phosphate","X","measurement value","1","{float} {unit}","micromole per liter","concentration of phosphate",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","phospholipid fatty acid","phosplipid_fatt_acid","X","phospholipid fatty acid name;measurement value","m","{text};{float} {unit}","mole per gram, mole per liter","concentration of phospholipid fatty acids; can include multiple values",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","potassium","potassium","X","measurement value","1","{float} {unit}","parts per million","concentration of potassium ",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","pressure","pressure","X","measurement value","1","{float} {unit}","atmosphere","pressure to which the sample is subject, in atmospheres",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","redox potential","redox_potential","X","measurement value","1","{float} {unit}","millivolt","redox potential, measured relative to a hydrogen cell, indicating oxidation or reduction potential",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","salinity","salinity","X","measurement value","1","{float} {unit}","practical salinity unit, percentage","salinity measurement",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","sample storage duration","samp_store_dur","X","time interval","1","{interval}","","duration for which sample was stored",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","sample storage location","samp_store_loc","X","location name","1","{text}","","location at which sample was stored, usually name of a specific freezer/room",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","sample storage temperature","samp_store_temp","X","measurement value","1","{float} {unit}","degree Celsius","temperature at which sample was stored, e.g. -80 degree Celsius",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","sample volume or weight for DNA extraction","samp_vol_we_dna_ext","X","measurement value","1","{float} {unit}","millliter, gram, milligram","volume (mL) or weight (g) of sample processed for DNA extraction",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","silicate","silicate","X","measurement value","1","{float} {unit}","micromole per liter","concentration of silicate",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","sodium","sodium","X","measurement value","1","{float} {unit}","parts per million","sodium concentration",1,"2010-05-26 13:32:33.805048+02"
"microbial mat/biofilm","sulfate","sulfate","X","measurement value","1","{float} {unit}","micromole per liter, milligram per liter","concentration of sulfate",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","sulfide","sulfide","X","measurement value","1","{float} {unit}","micromole per liter, milligram per liter","concentration of sulfide",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","temperature","temp","X","measurement value","1","{float} {unit}","degree Celsius","temperature of the sample at time of sampling",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","total carbon","tot_carb","X","measurement value","1","{float} {unit}","microgram per liter","total carbon content",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","total nitrogen","tot_nitro","X","measurement value","1","{float} {unit}","microgram per liter, micromole per liter","total nitrogen content of the sample",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","total organic carbon","tot_org_carb","X","measurement value","1","{float} {unit}","gram Carbon per kilogram sample material","Definition for soil: total organic carbon content of the soil, definition otherwise: total organic carbon content",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","turbidity","turbidity","X","measurement value","1","{float} {unit}","formazin turbidity unit, formazin nephelometric units","turbidity measurement",1,"2009-10-25 21:05:58.465538+01"
"microbial mat/biofilm","water content","water_content","X","measurement value","1","{float} {unit}","gram per gram or cubic centimeter per cubic centimeter","water content measurement",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","altitude","alt","C","measurement value","1","{float} m","meter","the altitude of the sample is the vertical distance between Earth's surface above sea level and the sampled position in the air",0,"2010-06-04 11:53:30.774147+02"
"miscellaneous natural or artificial environment","depth","depth","C","measurement value","1","{float} m","","depth is defined as the vertical distance below local surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectivly. Depth can be reported as an interval for subsurface samples",0,"2010-06-04 11:50:13.589211+02"
"miscellaneous natural or artificial environment","elevation","elev","C","measurement value","1","{float} {unit}","meter","the elevation of the sampling site as measured by the vertical distance from mean sea level",0,"2010-06-04 11:54:28.264645+02"
"miscellaneous natural or artificial environment","alkalinity","alkalinity","X","measurement value","1","{float} {unit}","milliequivalent per liter","alkalinity, the ability of a solution to neutralize acids to the equivalence point of carbonate or bicarbonate",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","ammonium","ammonium","X","measurement value","1","{float} {unit}","micromole per liter","concentration of ammonium",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","biomass","biomass","X","biomass type;measurement value","m","{text};{float} {unit}","ton, kilogram, gram","amount of biomass; should include the name for the part of biomass measured, e.g. microbial, total. can include multiple measurements",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","bromide","bromide","X","measurement value","1","{float} {unit}","parts per million","concentration of bromide ",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","calcium","calcium","X","measurement value","1","{float} {unit}","milligram per liter, micromole per liter, parts per million","concentration of calcium",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","chemical administration","chem_administration","X","CHEBI;timestamp","m","{term}; {timestamp}","","list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v 111), http://purl.bioontology.org/ontology/CHEBI",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","chloride","chloride","X","measurement value","1","{float} {unit}","milligram per liter","concentration of chloride ",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","chlorophyll","chlorophyll","X","measurement value","1","{float} {unit}","milligram per cubic meter, microgram per liter","concentration of chlorophyll",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","density","density","X","measurement value","1","{float} {unit}","gram per cubic meter","density of sample",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","diether lipids","diether_lipids","X","diether lipid name;measurement value","m","{text};{float} {unit}","nanogram per liter","concentration of diether lipids; can include multiple types of diether lipids",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","dissolved carbon dioxide","diss_carb_dioxide","X","measurement value","1","{float} {unit}","micromole per liter","concentration of dissolved carbon dioxide",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","dissolved hydrogen","diss_hydrogen","X","measurement value","1","{float} {unit}","micromole per liter","concentration of dissolved hydrogen",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","dissolved inorganic carbon","diss_inorg_carb","X","measurement value","1","{float} {unit}","microgram per liter","dissolved inorganic carbon concentration",1,"2010-05-26 13:40:32.749551+02"
"miscellaneous natural or artificial environment","dissolved organic nitrogen","diss_org_nitro","X","measurement value","1","{float} {unit}","microgram per liter, milligram per liter","dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2",1,"2010-05-26 13:41:08.851379+02"
"miscellaneous natural or artificial environment","dissolved oxygen","diss_oxygen","X","measurement value","1","{float} {unit}","micromole per kilogram","concentration of dissolved oxygen",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","miscellaneous parameter","misc_param","X","parameter name;measurement value","m","{text};{float} {unit}","","any other measurement performed or parameter collected, that is not listed here",1,"2009-11-07 14:11:49.883241+01"
"miscellaneous natural or artificial environment","nitrate","nitrate","X","measurement value","1","{float} {unit}","micromole per liter","concentration of nitrate",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","nitrite","nitrite","X","measurement value","1","{float} {unit}","micromole per liter","concentration of nitrite",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","nitrogen","nitro","X","measurement value","1","{float} {unit}","micromole per liter","concentration of nitrogen (total)",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","organic carbon","org_carb","X","measurement value","1","{float} {unit}","micromole per liter","concentration of organic carbon",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","organic matter","org_matter","X","measurement value","1","{float} {unit}","microgram per liter","concentration of organic matter ",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","organic nitrogen","org_nitro","X","measurement value","1","{float} {unit}","microgram per liter","concentration of organic nitrogen",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","organism count","organism_count","X","organism name;measurement value","m","{text};{float} {unit}","number of organism per cubic meter","total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",1,"2009-11-03 18:07:24.248799+01"
"miscellaneous natural or artificial environment","oxygenation status of sample","oxy_stat_samp","X","enumeration","1","[aerobic|anaerobic]","","oxygenation status of sample",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","pH","ph","X","measurement value","1","{float}","","pH measurement",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","perturbation","perturbation","X","perturbation type name;time interval","m","{text};{interval}","","type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","phosphate","phosphate","X","measurement value","1","{float} {unit}","micromole per liter","concentration of phosphate",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","phospholipid fatty acid","phosplipid_fatt_acid","X","phospholipid fatty acid name;measurement value","m","{text};{float} {unit}","mole per gram, mole per liter","concentration of phospholipid fatty acids; can include multiple values",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","potassium","potassium","X","measurement value","1","{float} {unit}","parts per million","concentration of potassium ",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","pressure","pressure","X","measurement value","1","{float} {unit}","atmosphere","pressure to which the sample is subject, in atmospheres",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","salinity","salinity","X","measurement value","1","{float} {unit}","practical salinity unit, percentage","salinity measurement",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","sample storage duration","samp_store_dur","X","time interval","1","{interval}","","duration for which sample was stored",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","sample storage location","samp_store_loc","X","location name","1","{text}","","location at which sample was stored, usually name of a specific freezer/room",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","sample storage temperature","samp_store_temp","X","measurement value","1","{float} {unit}","degree Celsius","temperature at which sample was stored, e.g. -80 degree Celsius",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","sample volume or weight for DNA extraction","samp_vol_we_dna_ext","X","measurement value","1","{float} {unit}","millliter, gram, milligram","volume (mL) or weight (g) of sample processed for DNA extraction",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","silicate","silicate","X","measurement value","1","{float} {unit}","micromole per liter","concentration of silicate",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","sodium","sodium","X","measurement value","1","{float} {unit}","parts per million","sodium concentration",1,"2010-05-26 13:32:33.805048+02"
"miscellaneous natural or artificial environment","sulfate","sulfate","X","measurement value","1","{float} {unit}","micromole per liter, milligram per liter","concentration of sulfate",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","sulfide","sulfide","X","measurement value","1","{float} {unit}","micromole per liter, milligram per liter","concentration of sulfide",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","temperature","temp","X","measurement value","1","{float} {unit}","degree Celsius","temperature of the sample at time of sampling",1,"2009-10-25 21:05:58.465538+01"
"miscellaneous natural or artificial environment","water current","water_current","X","measurement value","1","{float} {unit}","cubic meter per second, knots","measurement of magnitude and direction of flow within a fluid",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","altitude","alt","C","measurement value","1","{float} m","meter","the altitude of the sample is the vertical distance between Earth's surface above sea level and the sampled position in the air",0,"2010-06-04 11:53:30.774147+02"
"plant-associated","depth","depth","C","measurement value","1","{float} m","","depth is defined as the vertical distance below local surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectivly. Depth can be reported as an interval for subsurface samples",0,"2010-06-04 11:50:13.589211+02"
"plant-associated","elevation","elev","C","measurement value","1","{float} {unit}","meter","the elevation of the sampling site as measured by the vertical distance from mean sea level",0,"2010-06-04 11:54:28.264645+02"
"plant-associated","air temperature regimen","air_temp_regm","X","temperature value;treatment duration;interval;experimental duration","m","{float} {unit};{period};{interval};{period}","degree Celsius","information about treatment involving an exposure to varying temperatures; should include the temperature, treatment duration, interval and total experimental duration; can include different temperature regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","antibiotic regimen","antibiotic_regm","X","antibiotic name;antibiotic amount;treatment duration;interval;experimental duration","m","{text};{float} {unit};{period};{interval};{period}","milligram","information about treatment involving antibiotic administration; should include the name of antibiotic, amount administered, treatment duration, interval and total experimental duration; can include multiple antibiotic regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","chemical administration","chem_administration","X","CHEBI;timestamp","m","{term}; {timestamp}","","list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v 111), http://purl.bioontology.org/ontology/CHEBI",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","chemical mutagen","chem_mutagen","X","mutagen name;mutagen amount;treatment duration;interval;experimental duration","m","{text};{float} {unit};{period};{interval};{period}","milligram per liter","treatment involving use of mutagens; should include the name of mutagen, amount administered, treatment duration, interval and total experimental duration; can include multiple mutagen regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","climate environment","climate_environment","X","climate name;treatment duration;interval;experimental duration","m","{text};{period};{interval};{period}","","treatment involving an exposure to a particular climate; can include multiple climates",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","fertilizer regimen","fertilizer_regm","X","fertilizer name;fertilizer amount;treatment duration;interval;experimental duration","m","{text};{float} {unit};{period};{interval};{period}","gram, mole per liter, milligram per liter","information about treatment involving the use of fertilizers; should include the name fertilizer, amount administered, treatment duration, interval and total experimental duration; can include multiple fertilizer regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","fungicide regimen","fungicide_regm","X","fungicide name;fungicide amount;treatment duration;interval;experimental duration","m","{text};{float} {unit};{period};{interval};{period}","gram, mole per liter, milligram per liter","information about treatment involving use of fungicides; should include the name of fungicide, amount administered, treatment duration, interval and total experimental duration; can include multiple fungicide regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","gaseous environment","gaseous_environment","X","gaseous compound name;gaseous compound amount;treatment duration;interval;experimental duration","m","{text};{float} {unit};{period};{interval};{period}","micromole per liter","use of conditions with differing gaseous environments; should include the name of gaseous compound, amount administered, treatment duration, interval and total experimental duration; can include multiple gaseous environment regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","gravity","gravity","X","gravity factor value;treatment duration;interval;experimental duration","m","{float} {unit};{period};{interval};{period}","meter per square second, g","information about treatment involving use of gravity factor to study various types of responses in presence, absence or modified levels of gravity; can include multiple treatments",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","growth hormone regimen","growth_hormone_regm","X","growth hormone name;growth hormone amount;treatment duration;interval;experimental duration","m","{text};{float} {unit};{period};{interval};{period}","gram, mole per liter, milligram per liter","information about treatment involving use of growth hormones; should include the name of growth hormone, amount administered, treatment duration, interval and total experimental duration; can include multiple growth hormone regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","growth media","growth_med","X","enumeration","1","[soil|liquid]","","information about growth media for growing the plants or tissue cultured samples",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","herbicide regimen","herbicide_regm","X","herbicide name;herbicide amount;treatment duration;interval;experimental duration","m","{text};{float} {unit};{period};{interval};{period}","gram, mole per liter, milligram per liter","information about treatment involving use of herbicides; information about treatment involving use of growth hormones; should include the name of herbicide, amount administered, treatment duration, interval and total experimental duration; can include multiple regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","host age","host_age","X","value","1","{float} {unit}","year, day, hour","age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","host common name","host_common_name","X","common name","1","{text}","","common name of the host, e.g. human",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","host disease status","host_disease_stat","X","disease name or DO","m","{term}","","list of diseases with which the host has been diagnosed; can include multiple diagnoses. the value of the field depends on host; for humans the terms should be chosen from DO (Disease Ontology) at http://www.disease-ontology.org, other hosts are free text",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","host dry mass","host_dry_mass","X","measurement value","1","{float} {unit}","kilogram, gram","measurement of dry mass",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","host genotype","host_genotype","X","genotype","1","{text}","","observed genotype",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","host height","host_height","X","measurement value","1","{float} {unit}","centimeter, millimeter, meter","the height of subject",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","host infra-specific name","host_infra_specific_name","X","name","1","{text}","","taxonomic information about the host below subspecies level",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","host infra-specific rank","host_infra_specific_rank","X","rank","1","{text}","","taxonomic rank information about the host below subspecies level, such as variety, form, rank etc.",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","host length","host_length","X","measurement value","1","{float} {unit}","centimeter, millimeter, meter","the length of subject",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","host life stage","host_life_stage","X","stage","1","{text}","","description of life stage of host",1,"2009-11-17 22:29:35.443444+01"
"plant-associated","host phenotype","host_phenotype","X","PATO","1","{term}","","phenotype of host. For Phenotypic quality Ontology (PATO) (v 2013-10-28) terms, please see http://purl.bioontology.org/ontology/PATO",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","host taxid","host_taxid","X","NCBI taxon identifier","1","{integer}","","NCBI taxon id of the host, e.g. 9606",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","host total mass","host_tot_mass","X","measurement value","1","{float} {unit}","kilogram, gram","total mass of the host at collection, the unit depends on host",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","host wet mass","host_wet_mass","X","measurement value","1","{float} {unit}","kilogram, gram","measurement of wet mass",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","humidity regimen","humidity_regm","X","humidity value;treatment duration;interval;experimental duration","m","{float} {unit};{period};{interval};{period}","gram per cubic meter","information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered, treatment duration, interval and total experimental duration; can include multiple regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","mechanical damage","mechanical_damage","X","damage type;body site","m","{text};{text}","","information about any mechanical damage exerted on the plant; can include multiple damages and sites",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","mineral nutrient regimen","mineral_nutr_regm","X","mineral nutrient name;mineral nutrient amount;treatment duration;interval;experimental duration","m","{text};{float} {unit};{period};{interval};{period}","gram, mole per liter, milligram per liter","information about treatment involving the use of mineral supplements; should include the name of mineral nutrient, amount administered, treatment duration, interval and total experimental duration; can include multiple mineral nutrient regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","miscellaneous parameter","misc_param","X","parameter name;measurement value","m","{text};{float} {unit}","","any other measurement performed or parameter collected, that is not listed here",1,"2009-11-07 14:11:49.883241+01"
"plant-associated","non-mineral nutrient regimen","non_mineral_nutr_regm","X","non-mineral nutrient name;non-mineral nutrient amount;treatment duration;interval;experimental duration","m","{text};{float} {unit};{period};{interval};{period}","gram, mole per liter, milligram per liter","information about treatment involving the exposure of plant to non-mineral nutrient such as oxygen, hydrogen or carbon; should include the name of non-mineral nutrient, amount administered, treatment duration, interval and total experimental duration; can include multiple non-mineral nutrient regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","organism count","organism_count","X","organism name;measurement value","m","{text};{float} {unit}","number of organism per cubic meter","total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts",1,"2009-11-03 18:07:24.248799+01"
"plant-associated","oxygenation status of sample","oxy_stat_samp","X","enumeration","1","[aerobic|anaerobic]","","oxygenation status of sample",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","pH regimen","ph_regm","X","measurement value;treatment duration;interval;experimental duration","m","{float};{period};{interval};{period}","","information about treatment involving exposure of plants to varying levels of pH of the growth media; can include multiple regimen",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","perturbation","perturbation","X","perturbation type name;time interval","m","{text};{interval}","","type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","pesticide regimen","pesticide_regm","X","pesticide name;pesticide amount;treatment duration;interval;experimental duration","m","{text};{float} {unit};{period};{interval};{period}","gram, mole per liter, milligram per liter","information about treatment involving use of insecticides; should include the name of pesticide, amount administered, treatment duration, interval and total experimental duration; can include multiple pesticide regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","plant body site","plant_body_site","X","PO","1","{term}","","name of body site that the sample was obtained from. For Plant Ontology (PO) (v 20) terms, see http://purl.bioontology.org/ontology/PO",1,"2009-11-04 21:41:54.570655+01"
"plant-associated","plant product","plant_product","X","product name","1","{text}","","substance produced by the plant, where the sample was obtained from",1,"2009-11-09 14:51:28.638159+01"
"plant-associated","radiation regimen","radiation_regm","X","radiation type name;radiation amount;treatment duration;interval;experimental duration","m","{text};{float} {unit};{period};{interval};{period}","becquerel","information about treatment involving exposure of plant or a plant part to a particular radiation regimen; should include the radiation type, amount or intensity administered, treatment duration, interval and total experimental duration; can include multiple radiation regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","rainfall regimen","rainfall_regm","X","measurement value;treatment duration;interval;experimental duration","m","{float} {unit};{period};{interval};{period}","millimeter","information about treatment involving an exposure to a given amount of rainfall; can include multiple regimens",1,"2009-10-25 21:05:58.465538+01"
"plant-associated","salt regimen","salt_regm","X","salt name;salt amount;treatment duration;interval;experimental duration","m","{text};{float} {unit};{period};{interval};{period}","gram, microgram, mole per liter, gram per liter","information about treatment involving use of salts as supplement to liquid and soil growth media; should include the name of salt, amount administered, treatment duration, interval and total experimental duration; can include multiple salt regimens",1,"2009-10-25 21:05:58.465538+01"
